10,0:00:12,0.04480525452310691,0.0,-0.22151337563991547,0.07951036840677261,4.3098835945129395,-0.08041030913591385,0.5157187506360419,22.64950330581225,23.194827009486403,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
20,0:00:24,0.0502689064927024,0.0,-0.23147863149642944,0.07975534349679947,2.030406951904297,-0.06907482445240021,0.43053258446007403,22.47220505424423,22.9128784747792,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
30,0:00:37,0.043588292557415365,0.0,-0.20574001967906952,0.05628301575779915,1.229985237121582,-0.05617224797606468,0.36205736640555364,22.338307903688676,22.715633383201094,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
40,0:00:50,0.04369430109233635,0.0,-0.22709591686725616,0.04402659460902214,1.1214110851287842,-0.04181787744164467,0.30932498299575606,22.869193252058544,23.194827009486403,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
50,0:01:05,0.04004674156942582,0.0,-0.2482997179031372,0.03844889998435974,0.8920844793319702,-0.035469185560941696,0.2701083389754382,22.715633383201094,23.430749027719962,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
60,0:01:19,0.03514269554906581,0.0,-0.27880212664604187,0.0009607349056750536,0.8610913753509521,-0.0005550978239625692,0.23422802290879424,21.95449840010015,22.516660498395403,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
70,0:01:30,0.03814003244469447,0.0,-0.3156891465187073,-0.009052716195583344,1.5526816844940186,0.010107938200235367,0.19254422084871753,22.38302928559939,22.869193252058544,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
80,0:01:42,0.0514008824200539,0.0,-0.3962438106536865,-0.03402557224035263,0.6249356269836426,0.03433549776673317,0.15391293832266437,23.790754506740637,24.145392935299274,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
90,0:01:56,0.034644622875840206,0.0,-0.41839709877967834,-0.027615930885076523,0.5541315674781799,0.02905852161347866,0.1374636312207366,22.715633383201094,23.0,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
100,0:02:08,0.029666270882988573,0.0,-0.47862470149993896,-0.020083706825971603,0.449544221162796,0.023053506389260292,0.11918717039560581,21.61018278497431,22.045407685048602,nan,nan,nan,nan,nan,0.11783951472333937,0.0,0,nan
