5,23.323807579381203
10,21.95449840010015
705,21.470910553583888
770,21.447610589527216
795,21.42428528562855
810,21.095023109728988
860,20.493901531919196
870,20.074859899884732
930,19.974984355438178
945,19.672315572906
1000,18.734993995195193
1085,18.384776310850235
1105,18.275666882497067
1175,17.86057109949175
1205,15.874507866387544
1495,15.7797338380595
1535,15.556349186104045
1620,14.933184523068078
1695,14.594519519326424
1845,14.317821063276353
1855,14.177446878757825
1875,14.035668847618199
1910,14.0
1960,13.856406460551018
1995,13.341664064126334
2135,13.30413469565007
2180,13.152946437965905
2240,12.36931687685298
2435,9.695359714832659
