5,24.06241883103193
10,23.194827009486403
15,22.58317958127243
55,21.79449471770337
105,21.517434791350013
125,21.494185260204677
165,21.42428528562855
175,21.330729007701542
240,20.37154878746336
250,20.223748416156685
335,19.72308292331602
345,19.672315572906
435,19.131126469708992
480,19.1049731745428
490,19.05255888325765
495,17.291616465790582
595,16.46207763315433
660,16.34013463836819
705,16.06237840420901
780,15.198684153570664
870,14.798648586948742
905,13.711309200802088
1035,12.884098726725126
1040,12.727922061357855
1395,12.569805089976535
1525,9.327379053088816
2060,8.426149773176359
2715,7.483314773547883
